text,class
Отличный магазин! Вкусная выпечка. приветливый персонал ,1
"А что писать про пятерочку? Все и так знают, можно тройку поставить.",0
"Удобно,всегда есть товар в выкладке.Хорошие скидки.",1
"Прекрасный магазин!!! Всё что нужно, всё есть! Спасибо,что Вы рядом!!!",1
"Сделали ремонт и стало очень хорошо. Не хуже окея. И по ассортименту и по качеству. Мне все нравится. Ну и конечно, то что этот магазин прямо возле дома",1
магазин в порядке,1
"Очень приличная Пятёрочка, своя выпечка, ассортимент хороший. Чисто, уютно.",1
"Люблю Пятёрочка, всегда свеженьких товар, они стараются для покупателей, немного дороговато,",1
Приятный магазин шаговой доступности.,1
"Много всяко-разно....
Когда была? Года два назад...",0
Всё очень дорого!,0
"Деревню, даже брендом ""пятёрочка "" Не выбить в нашем захолустье) . Полный отстой",0
Капуста квашеная просто огонь :),1
Супер просто этот магазин мне очень нравится,1
"Ассортимент, следить за ценами на прилавках, увеличивать объём аукционных товаров",0
Типовая пятёрочка. Персонал иногда невежлив.,0
Пятёрочка непохожая на другие...но ничего особенного.раскладка непонятная.опять гастеры.путаница   в ценах .касса работает одна.короче все как везде.....,0
Большой ассортимент . Вежливый персонал . Хорошее расположение . ,1
Продавцы не добросовестно делают свою работу и грубят,0
"В этот магазин хожу каждый день. Прекрасный магазин , хороший персонал и хорошее обслуживание.",1
После ремонта магазин просто заглядение. Добавились кассы самообслуживания. Очень удобно. Спасибо,1
Хорошо но мне продали крупные шпроты за 175 хотя оранжевый ценник был 109 на полке.Внезначай продают дорогие продукты,1
Ну что магазин как магазин все нормально,1
"Неплохая Пятерочка, но есть два минуса, не совсем удобное расположение продуктов и не всегда вежливый персонал, а в целом на твердую четверку и есть куда стремиться",1
"Неплохая Пятёра - в общем-то чисто, места мног, товаров тоже. Да и очередей больших не заметил, правда бываю там в основном днём...",1
Хорошее кофе и плюшки собственного производства. Есть самокасса,1
"магаз не плохой только  люди там работают дурные 
",1
Обычный сетевой магазин.,1
"Я был в магазине и хотел купить лемонад
У меня была не много порваная купюра. И мне не продали, если они должны их пренимать. 3 звезды за то что хоть потом продали.",0
Товар вовремя не выставляется.  Держится на честном слове,0
Вежливые и предупредительные продавцы. Ассортимент для такого маленького магазинчик достаточно велик.,1
Хороший магазин с отзывчивым и добрым персоналом. Очень хотелось бы в магазине большего ассортимента.,1
"Персонал не всегда вежливый, вечная проблема с акциями(берёшь товар по акции, пробивают за полную стоимость), вечером в магазине обычно нет ничего-народ выносит все",0
"Не плохая пятерка . Находится рядом с домом . Ассортимент большой , есть 3 кассы самообслуживания , персонал в полне себе вежливый . Очень часто ходим туда всей семьёй .",1
"Директор , была пьяной , неадекватная.  Худшая из  худших пятерка",0
"4, не вежливые работники зала",1
"+ все продукты есть 
+ рядом с домом 
- ремонт пора сделать 
- не хожу в него не приятный",0
Хороший чистый магазин с ценами на пятёрочку. Широкий ассортимент.,1
"Отличный магазин,чистый просторный, широкий ассортимент товаров.Есть своя пекарня.Нет очередей, есть кассы самообслуживания.Вежливые продавцы.",1
"Заходишь в магазин, вроде чисто и проходы широкие и товар выложен, но ценники перепутаны почти везде. Нужно постоянно проверять на сканере.",1
"Рядом с домом и это главное
Свежие продукты, редко бывает хаос",1
"Директор очень доброжелательна, быстро решила мой вопрос с неправильным ценником, не хамила не грубила.",1
"Не очень комфортный магазин, перед входом очень грязная территория.",0
"Хороший магазин, только мало кассиров, как правило вообще один кассир, всегда надо просить позвать ещё кассира, это кстати, почти у всех Пятёрочек.",1
Удобное место расположения.,1
Хороший магазин,1
"Большой магазин нового формата, своя выпечка и кофе! ",1
"Хороший магазин, есть парковка и для машин, и для велосипеда ",1
"Отличный магазин! Светло,чисто, своя выпечка. Просрочки не встречала",1
Теперь сеть магазинов Пятёрочка стала интереснее и привлекательнее. Хороший ребрендинг!,1
"Как и вся сеть Пятерочки, все хорошо. Продукы свежие. Удобная оплата. Чисто.",1
"Адский магазин с адским ассортиментом. Но, всë дёшево и сердито, бабули рады.",0
То же самое,0
В зале был идеальный порядок,1
"Отличная пятерочка, приветливый персонал",1
"18 августа откроют после ремонта.
Оценка 4 звезды - до ремонта.
Не 5 - потому что всегда есть к чему стремиться.
Работали быстро, товар был, как будет дальше,- посмотрим.",1
Хороший и отличный но соло мороженного,1
"Пятёрочка, как Пятёрочка",0
Чисто нормально. Магазин как магазин 🤭🤭🤭🤭😊😊😊😊😊,1
"Хороший ассортимент товаров, чисто, красиво, возможность припарковаться рядом с магазином.",1
Вкусно и точка!,1
"Адекватные цены, хорошие сотрудники ",1
Очереди постоянные.,1
"Удобная и большая пятёрочка, в отличае от других близлежащих большое помещение, вкусная свежая выпечка, и особенно приятно, что есть свободные кассы",1
Хороший магазин и хороший конкурент….,1
"Отличный магазин, хорошие цены, постоянные акции и скидки, простое решение редких проблем с несоответствием цены- возврат разницы.",1
"Цены не соответствуют другим магазинам этой сети, разница в 200-300 рублей за товар",0
"Нормальный магазин, как все пятёрочки 🤣Одна касса, но народу меньше чем в остальных магазинах, так как находится не в очень проходимом месте",1
Постоянно меняют продукты местами-порой трудно найти.И мало рабочих касс,1
"Отличный выбор, свежие продукты. Минус - набрали недавно новых кассиров, которые немного ""тормозят"". Надеюсь, это дело времени.",1
Кассиров мало а очереди много,0
"Неплохая удобное расположение. 
Товары петерочные стандарт",1
Быстро собирают заказ,1
"Для меня, как приезжему, цены - высокие. Думаю, для Петербуржцев, они приемлемые.",1
"Хороший выбор товаров, приемливаемые цены, чистота и доброжелательные работники магазина.",1
Как и во всей сети,1
"Моя любимая пятёрочка)) места много, есть всё почти всегда. И мало когда очереди скапливаются, ну только если перед праздниками.",1
Да магазин хороший и персонал на уровне,1
Очень много выбора. Удобная парковка.Да и что МЫ б делали без 5 .,1
"Не плохая, но очень маленькая) прям мини пятерочка)",1
Рядом и есть самое необходимое,1
Хароший продуктовый магазин прямо под рукой,1
Умницы!,1
Все на высоте,1
"Топовое место 
",1
"Все отлично, цены нормальные, чистота порядок. Я хожу только туда",1
"Самая худшая пятерочка ( по очереди на кассу, всегда толкучка у них)  Расположение - нормальное .",0
"частые очереди, постоянные проблемы с ценниками",0
Постоянно один кассир....очередь!!!.…,0
"Хороший просторный магазин,чисто,что очень подкупает,с утра всегда свежая выпечка  персонал клиентоориентрованный ",1
магазин мне нравится,1
Пугают цены,0
Отличный персонал магазина.,1
Обычная Пятёрочка,1
"Не соответствует статусу ""центральной пятерочки кронштадтского района"" по многим позициям ассортимента
",0
Захожу в эту пятёрочку только потому что рядом больше нет других магазинов. Обычный магазин ничем не лучше других,1
Стал.гораздо.лучше.стали.приветливее,0
"Всё хорошо. Большая проходимость. Часто виснут кассы самообслуживания, и из-за чего могут быть очереди, а так всё хорошо.",1
Чисто и просто. Магазин как магазин. Обычная пятёрочка.,0
"Вежливые продавцы, чистый магазин, удобное расположение, хороший ассортимент, все успевают",1
"Хороший магазин!,  хороший персонал, чисто, хорошая вы кладка.",1
"Постоянно работает одна касса! Млин, как нарочно",0
"Чистое заведение
Хорошее обслуживание
Большой ассортимент
Нет кассы самообслуживания
",1
"Внутри есть аптека. Сама Пятерочка большая  и выбор в каждом отделе хороший. Плюс постоянные акции то на одно, то на другое. Это удобно, но за ними надо заходить почаще.",1
"Хороший магазин большой ассортимент,чисто",1
Все хорошо,1
"Любимый магазин, каждый день захожу, приветливые сотрудники, чисто.",1
Приветливый коллетив,1
"Большой выбор товаров, добрые кассиры",1
"Хороший магазин. Стал. Приемлемые цены , практически отсутствие очереди на кассе, приветливый персонал. Мне нравится этот магазин.",1
Пятёрка как пятёрка,1
Чисто и народу нет.,1
Обычный маркет. ,1
"Кассиры без масок, санитайзер отсутствует, за пробиваемыми ценами нужно следить, как впрочем и во всей сети.",0
"Хорошая сеть продуктовых магазинов, большой ассортимент, хорошая скидка по карте магазина.",1
"Любимый магазин 5-чка, небольшая, но все что нужно всегда есть. Особенно удобно получать заказы с Али, ни очередей ни расторопности сотрудников почты.",1
"Забрал заказы, всё понравилось",1
"последние два дня по 5-10 минут на кассе самообслуживания жду, пока ко мне соизволит подойти хотя бы один сотрудник магазина и проверит документы",0
"А вот этот магазин хороший, особенно после обновления. Всё здорово!",1
"Чисто, цены хорошие , персонал приятный очереди среднии",1
"Пятерочка выручает да, но в Питере до 22. А как же в Питере пить? ",1
В старых Шушарах 5ка намного лучше,0
Обожаю этот магазин!!! В основном ходим в него за детским питанием!!! ,1
"Сам магазин не плохой, но места там катострафически мало. Когда очень много народу, то не пройти, а с тележками вообще не проехать",0
"Чистый, хороший и просторный магазин. И кофе самое дешёвое по городу",1
"Удобное расположение магазина. Есть своя пекарня. Есть кассы самообслуживания. Удобная навигация по отделам. 
",1
"Магазин находится рядом с домом поэтому и захожу туда по не обходимости,как говорится за хлебушком.Персонал отзывчив,доброжелательный.",1
"3 кассы самообслуживания. Свежая выпечка, кофе машина.",1
"Отличный новый магазин шаговой доступности. Просторный. Свежая выпечка, новые отличные холодильники и стеллажи, всё удобно, есть оплата покупок самообслуживание.",1
"Неплозая придомовая пятерка, если быстро заскочить, что-то простое прикупить ",1
"Супер.
",1
в основном хорошие продавцы  90 процентов красивая директор,1
"Приемлемые цены. Касса самообслуживания ускоряет процесс покупки, если что-то не понятно, то работники зала всегда помогут.",1
Много вкусняшек и быстро,1
"Неплохая шаверма, 5 баллов бы не поставил, но захаживаю регулярно...",1
Очень комфортно. Приятные вежливые кассиры. Отдельное спасибо Галине!,1
Пятерочка на четверочку),1
"Чисто в магазине ,удобное расположение к дому",1
Не очень удобное помещение переделали под сетевой магазин..нет камер хранения.,0
"Магазин нормальный, продукты всегда свежие. Иногда с ценниками напутано и продавцов на кассах мало.",1
"Превосходный магазин!
Широкий ассортимент!
Вежливый персонал!",1
"Маленькая такая пятерочка, но удобно расположена на Выборгском шоссе. Овощи и фрукты почти всегда свежие, в отличии от многих других точек этой сети.",1
"Просто отлично, находится в нужном месте, персонал приветливый.",1
"Чистая, компактная «Пятёрочка». Особых минусов нет, кроме не очень расторопных кассиров и, следовательно, больших очередей по вечерам ",1
"Удобно,банкомат и продукты",1
Лучшая пятёрочка),1
"Уютный магазинчик
",1
"Грубый персонал, всегда очереди, ФРОВ плохого качества, не всегда можно купить нужный товар охлажденку.",0
"Вполне нормальный магазин. Среднее наполнение товаров, персонал отличный.",1
Хорошая Пятерочка!На кассе стояли не долго.,1
"Есть отдел с выпечкой, на которую по вечерам скидка. ",1
"Магазин прекрасный, поставил пять звезд, но к сожалению на кассу не завезли отличные презервативы VIZIT",1
"Хороший магазин, всё есть",1
Персонал вежлив. Товары качественные.,1
"Выпечка всегда залежавшаяся. Пекут сразу много, потом лежит",1
"Часто полупустые полки молочных продуктов. В остальном, хорошо всё",1
"Тараканы и хамливые продавцы.

Пожалуйста потравите тараканов! Я не хочу принести в ваших товарах этих демонов в дом! ",0
"Все ближайшие к моему дому Пятёрочки просто отвратительны, давно уже не хожу туда. Может быть качество уже улучшилось, но я не рискую.",0
"Пару раз, не смогла  купить фрукты, которые были накануне, видимо разбирают люди...",1
"Обычная Пятёрочка, нет отдела выпечки, всё как-то непонятно расставлено, меньше ассортимент, чем в других магазинах этой же сети.",1
Отличный магазин,1
"Очень часто очереди, потому что только одна или 2 кассы работают. Овощи фрукты - грязь. Всегда путаница с товаром и ценой",0
"Хорошая пятёрочка, народа обычно немного)) рядом пивной ресторан",1
Овощи свежие яблоки тоже молоко пискаревское сметана и рядом с домом,1
"- Овощей и фруктов нет почти никогда (либо они плохие).
+работает до 11,хорошие кассиры.",0
Хороший магазин!,1
... как пятёрочка!!!))),1
Хороший просторный магазин. Нормальный ассортимент. Хорошо что появились кассы самообслуживания-очень удобно!,1
"В части помещения, полуподвальной, неистребимый запах канализации..",1
"Нет завоза новой продукции, в течении недели, распродают до конца, потом завоз",0
"Отличный товары, свежая выпечка, приветливый персонал,  свежие продукты, приемлемые цены",1
По выходным и праздникам очереди пипец какие! Очереди вроде бы стали меньше после реконструкции. Добавили зону самооплаты,1
"Самый лучший магазин,  вежливые продавцы, все в наличии, всегда все свежее, живу в этом доме, очень удобно 
Обожаю ",1
"Нормально
Цена иногда забывают менять ",1
Проверяйте ценники на акционные товары,0
"Отличный магазин, приветливый коллектив. Большой выбор.",1
"Чисто, уютно, большой ассортимент товаров ",1
"Я забегаю в этот магазин по утрам, т.к. очень мало народу. Всё удобно расположено",1
"Хамское отношение Захира, на просьбу выложить картофель из палета в коробку. Ждите!!! Много работы у меня. Фамилию назвать отказался:""Нэт фамилии у меня."" Ушла плача(((
",0
"Эх, тесновато, малый выбор охлажленного мяса, мороженых овощей.",1
Пятёрочка на ПЯТЬ.,1
"Удобная Пятерочка рядом с домом не чем не отличается от других,но есть одно отличие там раньше появляются скидки и акции!",1
Регулярно посещаем. Рекомендую. ,1
Обычная пятерочка,1
"Отличный ассортимент и продукции, обслуживание на 5+. . Молодцы!!!",1
"Доброжелательные сотрудники, всегда подскажут и помогут, постоянные скидки, рекомендую!",1
"В лучшем случае работает две кассы , а так всегда одна на такой большой магазин. Всегда очередь.",1
Удобное помещение хорошее расположение всегда чисто хороший выбор товаров всегда всё свежее вежливое обслуживание народу немного очередей нет,1
"Очень хороший магазин чисто, все есть",1
"Не удобное расположение внутри магазина,чтоб что то найти надо либо знать уже где или звать работника магазина.Не знаю как для других по мне так не удобно!",0
"Одна из лучших Пятерок в городе. Чисто, аккуратно, всё всегда расставлено, с нормальными срокамт, появились кофе  выпечка, ксо. Есть рядом парковка, удобно заехать",1
"Директор магазина не умеет по человечески общаться с покупателями. Кричит , орёт и всякое прочее.",0
"После ремонта магазин преобразовался в лучшую сторону. Стало значительно комфортной. Хороший ассортимент, вежливые кассиры. Заходить всегда приятно. Так держать!",1
Хорошая Пятёрочка,1
"Раньше магазин был лучше. Была продажа своей выпечки.  И кассы все работали. Закрыли выпечку, очень жаль. А так 5-ка шаговой доступности.",0
"В целом есть все необходимое, чисто, всё удобно расположено. В самом магазине есть аптека. ",1
"Плохой, малый ассортимент товара. Пустые полки! Нет товара--> нет выручки! 😟👎",0
"Выбор большой! Персонал некоторый хамоват!
На кассе есть женщина которая постоянно комментирует покупки, общается как с ""друзьями "" с клиентами,задерживает очередь",0
Нравится все красиво удобно персонал приветливвй вежливый,1
"Утренняя прогулка с собакой часто завершается походом в этот магазин. Всегда нахожу то, что нужно, часто с дисконтом. Чисто. Рекомендую.",1
"Отличный магазин как в принципе и вся сеть. Низкие цены, всегда какие то акции и скидки. Огромный выбор продукции и товаров. Качество всегда хорошее.",1
"После реновации стало лучше,просторнее,удобнее. Светлее. Пекарня заслуживает отдельной благодарности.",1
"Удобное расположение, можно купить основные продукты, бывают скидки👍🏻",1
"Магазин шаговой доступности. Есть все необходимые продукты по приемлемым ценам. Действует программа лояльности. Сотрудницы добрые, всегда помогут найти нужный товар.",1
"Очень нравится обновленный формат Пятерочек. Молодцы, что развиваются в лучшую сторону 
У этой Пятёрочки есть где и припарковаться",1
"Очень удобная Пятёрочка, большой ассортимент, вежливый персонал.",1
"Тесно,очередь если не по карте оплата, вечно один кассир.",0
Бываю очень редко . После ремонта стало лучше .,1
"Магазинчик маленький но вместительный!вечером забежать и купить для ужина можно почти все, хороший магазин и чистый",1
"Находится по пути от метро Пионерская в жилой квартал.Очень чисто,отзывчивый персонал,наличие товаров,как во всех сетях ""Пятерочка""!",1
"Персонал хороший, чисто, кассы работают без задержек. Минус магазина однообразие товаров, ничего нового за большой промежуток времени. Цены порой просто удивляют.",1
"Пустые полки, выбора нет",0
"Маленький ,удобный магазинчик.Симпатичная директриса.4 только за то что маленькое помещение.",1
"Ужасный лабиринт, в коридорах можно потеряться",1
"Ну не пятерочка, а пьятница. Еды тут нет, один алкоголь и тот расставлен рандомно. Что-то конкретное найти проблематично",0
Тесно и это единственный магазин без ремонта.,1
обычная пятерка из пяти,1
"Нравится сеть Пятерочка, и этот магазин тоже. Доступно, товара много.",1
"Цены выросли по сравнению с другими магазиноми!! Персанал дружный, общительные))",0
"Очень удобен в микрорайоне,,магазин где все есть..!",1
"Норм пятерочка,",1
"Ооооочень хорошая большая пятёрочка. Выбор большой, рядом, в комплексе ещё несколько магазинов самого необходимого. Прям зашёл и все купил что нужно. Рекомендую 👍🏻",1
Постоянный клиент .,1
Грязно. Мало товара. Нет охраны и продавцы устраивают цирк с погоней за несунами. Не рекомендую к посещение. Цена не соответствует заявленной на многие товары.,0
"Была в Пятёрочке на Звёздной улице, там товара на много больше, чем в нашей Пятёрочке. Ассортимент большой. Надо на это обратить внимание. Обслуживание на хорошем уровне.",1
"Магазин рядом с домом, адекватный персонал ,обычная Пятёрочка!!
",1
"Персонал отзывчивый,выбор товара хороший. Чистый,светлый магазин. Кассы расположены удобно. Кассиры знают свою работу,быстро и грамотно  обслуживают.",1
Хороший магазин возле дома,1
"Моя любимая пятёрочка, всегда в неё захожу. Продукты чаще всего все есть, сотрудники добрые, очереди небольшие ",1
"Сколько раз была, в большую очередь не попала. Кассиры достаточно вежливые, приятные цены в этой сети. Овощи тоже неплохие.",1
"Хороший магазин,
Вежливые кассиры.
Чисто. Бывают очереди.",1
Нормальный магазин не лучше и не хуже другой пятерки,1
"Пятерочка старого формата. Как и все на районе. Даже в глуши уже новые Пятерочки, но не в Кудрово.",0
Во время не открывают.... Время деньги... ,0
"Расположение витрин  не очень , ассортимент хороший",0
Отличный магазин с большим выбором продуктов.Находится в тихом месте.Очередей почти нет.В магазине чисто.Цены приемлемые.Много свежих овощей и фруктов.,1
"Жуткая вонь во всем магазине , работает одна касса, остальное кассы самообслуживания, где люди тупят по 10 минут. Ассортимент скуден, возвращаться не хочется.",0
"не меняют ценники, постоянно пробуют продать товар который был в распродаже на прошлой неделе , но по другой цене.",0
"Современный магазин, большой выбор продукции, светлый просторный интерьер. Приятно делать покупки",1
Чисто в магазине и продавцы приятные.,1
Отличный сетевой магазин.Товар обновляется быстро.Расположен рядом.Жаль не продают сигареты.,1
Мне нравится,1
"Пятёрочка как Пятёрочка, стандартный набор необходимых товаров, достаточный для быстрой покупки. Чисто, спокойно.",1
"Большой магазин, нашла то чего не бывает в «пятерочке» у дома. ",1
"Как все ""Пятерки"". Плюс что работает ночью.",1
"Нормальный магазин, ассортимент конечно скудный, но зато в доме",1
"Редко хочу в этот магазин, персонал там ""наплевательски"" относится к покупателям.",0
Небольшая. Есть только самое необходимое. Маленькая площадь магазина.,1
"Большой ,просторный,чистый но на Тимуровской самый лучший и красивый",1
Удобно расположен магазин. Приветливый персонал. ,1
👥Хорошая удобная Петерочка ул отважных не очереди не людей .Чисто продуктов много ! Хороший директор ❗ рекомендую,1
Много ценников не соответствуют фактической стоимости товара.,0
"Цены высоковаты немного.
И кофе в аппарате дорого очень.
Хотелось бы более лояльных ценообразований, хотя бы на продукты питания.",1
Отличается чистотой,1
Кассы самообслуживания убрали огромный недостаток этой 5ки с медленными кассирами и долгим обслуживанием. В остальном хороший Маркет.,1
"Чистая большая, всегда всё есть",1
"Нормальный сетевой магазин.  Бываю очень редко может в год 1-2 раза. Персонал раз на раз. Порой вежливые,в иной день не очень.  Товары расставлены не удобно.",1
Магазин хороший только местность вокруг совсем плоха!,1
"Всегда помогут, при возникновении проблем",1
"Просторная,  чисто и красиво ; большой выбор ассортимента; персонал вежливый и приятный в общении; аккуратно расставленный товар;",1
"Украл там всё что мог унести охраны нету 
Пацаны налетайте)))))))",1
"Тихое, спокойное место, продовцы вежлевы, обслуживание на уровне. Ни чего плохого сказать не могу. ",1
"Ну что тут говорить,пятерка она и есть пятерка! Как ни стараются но сдают позиции!🙃",0
"Хороший магазин, чистый, всегд действуют какие нибудь-акции. Удобно расположен ",1
"Хороший магазин, просторный. Выбора много. Продавцы отзывчивые",1
"Не очень хорошо обстоят дела в сегменте ""Овощи и фрукты""
",1
"очень хороший магазин!!!всё всегда есть кроме чипсиков с крабом:( но на деле топчик
очень приятный персонал, охранник просто чудо😇 ",1
"После ремонта красота. Всегда свежая выпечка, оптимальный набор продуктов, нормальный ценник. Персонал всегда помогает. В магазине основные банкоматы (жёлтый и зелёный)",1
Цены не соответствуют,0
"Хорошая пятёрочка, вкусные энергетики и сырники ",1
5 ка с очень удобными графиком ! Один магазин в поселке работает до 00 часов!!! Лучший в Тельмана и Колпино,1
Довольно маленькая .,0
Отличный магазин!!!!,1
хороший магазин,1
Хороший товар,1
"Хорошая 5-ка. Новая, современная, много места...",1
"Чистый, аккуратный магазин. Всегда в наличии маски и пакеты, рекламные буклеты на входе. Как и в любом супермаркете маловато места.",1
Неплохой. Но бывает грязновато и товар не всегда свежий. Кассиры хорошие.,0
"Не самая плохая, но и не самая хорошая (а вообще в доме полно аналогичных магазинов)",1
"Самая стандартная пятерка. Ничего особенного. Цены как цены, кассирши как кассирши. Чисто, убрано. Иногда небольшие очереди, но не критично.",1
Чисто ни каких неприятных запахов да и очереди быстро обслуживаются,1
"Удобно, рядом с домом. Подъезд с двух сторон.",1
Хороший магазин по утрам нету очередей работает с 8 утра,1
"Можно конечно лучше организовать магазин, увеличить количество ассортимента.",0
Хороший магазин ,1
Понравился обслуживающий персонал,1
"Это мой любимый магазин,где я регулярно совершаю покупки.Здесь всегда свежий товар,чистота во всём зале и доброжелательный персонал!Всем рекомендую данный магазин👍",1
"Нормальный сетевой магазин, постоянно здесь покупаем продукты на каждый день.",1
"Обычная 5 с кривыми ценниками, как по всей сети. Обычная практика-забыли! Делайте фото со смартфона на товары по акции, пригодится на кассе при рассчете.",0
"Недавно в этой пятерочке прошел редизайн. Стало круто!
Кофе с выпечкой- большой плюс",1
"Культурные и отзывчивые сотрудники, неплохой ассортимент продуктов.",1
Нужен ремонт!,0
"Радуют только скидки,если я прихожу с пенсионным(мама просит) говорят надо что-бы она была рядом а она не может придти,как старому человеку бегать по магазинам?",0
"Захожу не часто ,чисто,нет гнелых фруктов,товара много есть выбрать",1
"Отличный магазин ,можно сказать прямо во дворе.Персонал приветливый ,всегда помогут,подскажут.Акции систематически на все продукты.Вообщем Пятёрка на Пятёрку.",0
"Есть всё, удобная парковка",1
"Новый магазин, молочный ладно просто образцовый, но нет крепкого алкоголя.",1
Очень маленький ассортимент,0
"Чисто , есть кассы самообслуживания .товар хороший , порученного не видела",1
Мелкая пятёрочка с небогатым выбором. Лучше дойти до магазина на Кима или Беринга. ,0
Хороший магазин. Стандартная Пятерочка. Сейчас делают перестановку и новый вход. Из неудобств: алкогольный отдел в подвале и с отдельной кассой.,1
"Хороший магазин и очень, очень вежливый персонал!!!",1
"Как все пятерочки, интерьер обновили",1
"Хорошая пятерочка, чисто, выбор есть, на кассе самообслуживания всегда помогут😊",1
"Хороший магазин, хороший выбор продуктов. Все время, при поездке с дачи домой , заезжаем сюда.",1
"Довольно приличный магазин, но ассортимент мог бы быть побольше...",1
"Хорошая 5ка, больше обычных. Ассортимент быстро пополняется (если товар даже по акции).
Чисто, просрочки не наблюдал. Плохие овощи и фрукты утилизируют с прилавков.",1
"Пятёрочка хорошая, спокойные добрые продавцы. Ремонт бы сделать и немного увеличить ассортимент. ",1
Так пойдёт,1
Не порядок в магазине полы почти всегда грязный,0
"Выбор товара конечно не плохой но надоедает
Персонал хороший 
Очереди часто но в одно и тоже время
Качество товара хорошее",1
"ну просто магаз у дома.обычная петерочка .кассиры всегда какие то злые .одна кассирша чем то болеет постоянно дергается,но дело не в этом,а в том что она кидает товары.",1
